node_id,timestamp,url,bytes_downloaded,fetch_latency_ms,status_code,is_relevant,cumulative_pages,cumulative_relevant,error
node-1,1776476644.883001,https://arxiv.org/list/math.HO/recent,23098,9.78670798940584,200,True,56,50,
node-1,1776476645.884154,https://arxiv.org/list/math.KT/recent,25062,9.561832994222641,200,True,57,51,
node-1,1776476646.885098,https://arxiv.org/list/math.LO/recent,38542,7.914084009826183,200,True,58,52,
node-1,1776476647.886322,https://arxiv.org/list/math.NA/recent,83485,13.111750013194978,200,True,59,53,
node-1,1776476647.997068,https://info.arxiv.org/help/cs/index.html,0,3221.3265409809537,0,False,63,56,"ClientPayloadError: 400, message:
  Can not decode content-encoding: br"
node-1,1776476648.8875709,https://arxiv.org/list/math.OA/recent,38540,10.668958013411611,200,True,60,54,
node-1,1776476649.8887758,https://arxiv.org/list/math.OC/recent,83613,11.717166984453797,200,True,61,55,
node-1,1776476650.898487,https://arxiv.org/list/math.QA/recent,28882,10.649874981027097,200,True,62,56,
node-1,1776476651.899658,https://arxiv.org/list/math.RT/recent,63508,11.364292004145682,200,True,64,57,
node-1,1776476652.900165,https://arxiv.org/list/math.SG/recent,28901,10.001416958402842,200,True,65,58,
node-1,1776476653.900842,https://arxiv.org/list/cs.CC/recent,51504,9.789542004000396,200,True,66,59,
node-1,1776476654.902077,https://arxiv.org/list/cs.CG/recent,40231,11.539000028278679,200,True,67,60,
node-1,1776476655.903282,https://arxiv.org/list/cs.GT/recent,58010,13.498791959136724,200,True,68,61,
node-1,1776476656.9053,https://arxiv.org/list/cs.CV/recent,102652,12.664166977629066,200,True,69,62,
node-1,1776476657.906506,https://arxiv.org/list/cs.CY/recent,92876,11.98662503156811,200,True,70,63,
node-1,1776476658.907748,https://arxiv.org/list/cs.DB/recent,85149,13.471499958541244,200,True,71,64,
node-1,1776476659.908897,https://arxiv.org/list/cs.DM/recent,33723,22.572167043108493,200,True,72,65,
node-1,1776476660.910068,https://arxiv.org/list/cs.ET/recent,84140,81.712500017602,200,True,73,66,
node-1,1776476661.913318,https://arxiv.org/list/cs.AR/recent,94470,13.013249961659312,200,True,74,67,
node-1,1776476662.914371,https://arxiv.org/list/cs.IR/recent,96813,10.672083008103073,200,True,75,68,
