timestamp,url,bytes_downloaded,fetch_latency_ms,status_code,is_relevant,cumulative_pages,cumulative_relevant,error
1776659495.950513,https://tech.cornell.edu/programs/,192342,73.70995898963884,200,True,1,1,
1776659496.951972,https://tech.cornell.edu/programs/masters-programs/,255502,75.80824999604374,200,True,2,2,
1776659497.953234,https://tech.cornell.edu/programs/masters-programs/master-of-engineering-in-computer-science-part-time/,342640,91.27745899604633,200,True,3,3,
1776659498.954035,https://tech.cornell.edu/programs/masters-programs/jacobs-technion-cornell-dual-ms-connective-media/,331484,138.1005839793943,200,True,4,4,
1776659499.955789,https://tech.cornell.edu/programs/masters-programs/master-in-computer-science/,339404,215.56033298838884,200,True,5,5,
1776659500.957002,https://tech.cornell.edu,252333,159.25187501125038,200,True,6,6,
1776659501.9582322,https://tech.cornell.edu/programs/masters-programs/master-in-electrical-and-computer-engineering/,305789,58.19808295927942,200,True,7,7,
1776659502.959428,https://tech.cornell.edu/programs/masters-programs/master-of-science-in-design-technology/,224999,61.78154097869992,200,True,8,8,
1776659503.959796,https://tech.cornell.edu/studio/,239317,51.766375021543354,200,True,9,9,
1776659504.961013,https://tech.cornell.edu/studio/curriculum/,217956,62.64416698832065,200,True,10,10,
1776659505.962239,https://tech.cornell.edu/studio/faculty-practitioners/,232727,91.18429198861122,200,True,11,11,
1776659506.963559,https://tech.cornell.edu/studio/real-world-outcomes/,226688,69.7117910021916,200,True,12,12,
1776659507.9647849,https://tech.cornell.edu/studio/culture/,222917,70.68533299025148,200,True,13,13,
1776659508.966039,https://tech.cornell.edu/programs/summer-innovation-intensives/,244645,56.44529202254489,200,True,14,14,
1776659509.967008,https://tech.cornell.edu/admissions/mba-application/,212347,80.73774998774752,200,True,15,15,
1776659510.967066,https://tech.cornell.edu/impact/,183865,114.50408399105072,200,True,16,16,
1776659511.968246,https://tech.cornell.edu/impact/break-through-tech/,215421,126.61658396245912,200,True,17,17,
1776659512.969422,https://tech.cornell.edu/impact/health-tech-hub/,210968,65.41549996472895,200,True,18,18,
1776659513.9704928,https://tech.cornell.edu/impact/k12-initiative/,193004,75.44341695029289,200,True,19,19,
1776659514.971811,https://tech.cornell.edu/impact/public-interest-tech/,213580,51.76100000971928,200,True,20,20,
1776659515.9722722,https://tech.cornell.edu/impact/runway/,214263,85.31445800326765,200,True,21,21,
