timestamp,url,bytes_downloaded,fetch_latency_ms,status_code,is_relevant,cumulative_pages,cumulative_relevant,error
1776659963.467316,https://www.cornell.edu/academics/fields.cfm,236349,181.9825409911573,200,True,53,51,
1776659963.909774,https://learninggoals.cornell.edu/,49863,173.2158749946393,200,True,54,52,
1776659963.918834,https://tech.cornell.edu/jacobs-technion-cornell-institute,235028,191.25420798081905,200,True,55,53,
1776659964.041079,https://engagedcornellhub.cornell.edu/,43810,134.90045798243955,200,True,56,54,
1776659964.468543,https://www.cornell.edu/academics/colleges.cfm,75182,199.1759170196019,200,True,57,55,
1776659964.716198,https://scl.cornell.edu/get-involved,29948,97.30604098876938,200,True,58,56,
1776659965.469708,https://www.cornell.edu/life-at-cornell/athletics.cfm,39162,136.8734580464661,200,True,59,57,
1776659966.470707,https://www.cornell.edu/life-at-cornell/health.cfm,46353,92.44495799066499,200,True,60,58,
1776659966.905344,https://alumni.cornell.edu/,154976,71.74174999818206,200,True,61,59,
1776659967.304149,https://news.cornell.edu/stories/2026/04/spring-cold-snaps-harm-nesting-tree-swallows-some-show-resilience,47438,154.0547080221586,200,True,62,60,
1776659966.3640718,http://www.giving.cornell.edu/,105533,1147.0242920331657,200,True,63,61,
1776659967.5075488,https://www.cornell.edu/life-at-cornell/live.cfm,42639,63.27520799823105,200,True,64,62,
1776659968.30446,https://news.cornell.edu/stories/2026/04/alumnus-hopes-historical-lessons-boost-civic-engagement,47764,101.21537500526756,200,True,65,63,
1776659968.508786,https://www.cornell.edu/life-at-cornell/in-a-day/,45398,385.7678329804912,200,True,66,64,
1776659966.757899,https://www.studentessentials.cornell.edu/,371629,2515.8988339826465,200,True,67,65,
1776659969.332381,https://www.cornell.edu/search/people.cfm,0,0.0,0,False,68,65,robots.txt disallowed
1776659969.332172,http://news.cornell.edu,68910,174.05912495451048,200,True,69,66,
1776659969.568432,https://www.cornell.edu/visit,78122,301.10654199961573,200,True,70,67,
1776659970.33349,http://news.cornell.edu/,68910,84.62766703451052,200,True,71,68,
1776659970.5696871,https://www.cornell.edu/visit/,78122,55.24720798712224,200,True,72,69,
1776659971.334583,http://news.cornell.edu/media-relations/work-with-us,21827,448.11129197478294,200,True,73,70,
1776659972.3358421,https://news.cornell.edu/podcast-research-matters,57047,228.51174999959767,200,True,74,71,
1776659973.337027,https://news.cornell.edu/stories/2026/04/major-new-telescope-chilean-summit-opens-window-universe,76849,131.94841699441895,200,True,75,72,
