timestamp,url,bytes_downloaded,fetch_latency_ms,status_code,is_relevant,cumulative_pages,cumulative_relevant,error
1776659926.877829,https://tech.cornell.edu/programs/masters-programs/,255502,81.20229101041332,200,True,1,1,
1776659927.8791869,https://tech.cornell.edu,252333,100.4272919963114,200,True,2,2,
1776659928.880469,https://tech.cornell.edu/programs/masters-programs/master-of-engineering-in-computer-science-part-time/,342640,107.98429197166115,200,True,3,3,
1776659929.88215,https://tech.cornell.edu/programs/masters-programs/master-in-computer-science/,339404,159.9966250360012,200,True,4,4,
1776659930.883251,https://tech.cornell.edu/programs/,192342,144.8840830125846,200,True,5,5,
1776659931.884494,https://tech.cornell.edu/programs/masters-programs/jacobs-technion-cornell-dual-ms-connective-media/,331484,166.79245803970844,200,True,6,6,
1776659932.8851829,https://tech.cornell.edu/programs/masters-programs/master-in-electrical-and-computer-engineering/,305789,73.37562501197681,200,True,7,7,
1776659933.886476,https://tech.cornell.edu/programs/masters-programs/master-of-science-in-design-technology/,224999,71.64749997900799,200,True,8,8,
1776659934.8875031,https://tech.cornell.edu/studio/,239317,58.65929101128131,200,True,9,9,
1776659935.888656,https://tech.cornell.edu/studio/curriculum/,217956,42.378292011562735,200,True,10,10,
1776659936.8898282,https://tech.cornell.edu/studio/faculty-practitioners/,232727,83.47891696030274,200,True,11,11,
1776659937.891098,https://tech.cornell.edu/studio/real-world-outcomes/,226688,64.12958400323987,200,True,12,12,
1776659938.892364,https://tech.cornell.edu/studio/culture/,222917,59.24487498123199,200,True,13,13,
1776659939.893541,https://tech.cornell.edu/programs/summer-innovation-intensives/,244645,60.35495799733326,200,True,14,14,
1776659940.8947399,https://tech.cornell.edu/admissions/mba-application/,212347,113.9810829772614,200,True,15,15,
1776659941.8955698,https://tech.cornell.edu/impact/,183865,118.4641249710694,200,True,16,16,
1776659942.8969688,https://tech.cornell.edu/impact/break-through-tech/,215421,40.09725002106279,200,True,17,17,
1776659943.898019,https://tech.cornell.edu/impact/health-tech-hub/,210968,57.16337502235547,200,True,18,18,
1776659944.8992279,https://tech.cornell.edu/impact/k12-initiative/,193004,50.21324998233467,200,True,19,19,
1776659945.900476,https://tech.cornell.edu/impact/public-interest-tech/,213580,58.594707981683314,200,True,20,20,
1776659946.9017222,https://tech.cornell.edu/impact/runway/,214263,81.85245795175433,200,True,21,21,
1776659947.902835,https://tech.cornell.edu/impact/security-trust-and-safety-sets/,223446,65.47870801296085,200,True,22,22,
1776659948.904182,https://tech.cornell.edu/research/,200288,62.14699998963624,200,True,23,23,
1776659949.904553,https://tech.cornell.edu/research/business-entrepreneurship/,242490,222.33812499325722,200,True,24,24,
1776659950.905647,https://tech.cornell.edu/research/data-modeling/,252336,79.03870899463072,200,True,25,25,
1776659951.193114,https://www.youtube.com/channel/UCFjeMIAUhKT-7LeQwPVOTQQ,998523,463.0802909960039,200,True,26,26,
1776659951.994113,https://www.linkedin.com/company/cornell-tech,0,0.0,0,False,27,26,robots.txt disallowed
1776659951.906968,https://tech.cornell.edu/research/makerlab/,222432,121.9557499862276,200,True,28,27,
1776659952.908136,https://tech.cornell.edu/campus/buildings/,234955,128.86216602055356,200,True,29,28,
1776659953.909237,https://tech.cornell.edu/frontiers-of-ai-summit/,229391,56.81316601112485,200,True,30,29,
1776659954.910361,https://tech.cornell.edu/visit-us,176082,117.6979590090923,200,True,31,30,
1776659955.911237,https://tech.cornell.edu/studio,239317,89.40875000553206,200,True,32,31,
1776659956.9124138,https://tech.cornell.edu/about/,187458,65.22691698046401,200,True,33,32,
1776659952.3651352,https://www.tiktok.com/@cornelltech,0,4943.292792013381,0,False,34,32,"ClientPayloadError: 400, message:
  Can not decode content-encoding: br"
1776659957.913565,https://tech.cornell.edu/events/,219836,65.4647090123035,200,True,35,33,
1776659958.461141,http://www.cornell.edu/,81872,96.66120901238173,200,True,36,34,
1776659958.91474,https://tech.cornell.edu/news/,215181,52.28400003397837,200,True,37,35,
1776659959.9158552,https://tech.cornell.edu/accessibility/,171565,51.605541026219726,200,True,38,36,
1776659959.462251,https://www.cornell.edu/about/,87801,631.9251670502126,200,True,39,37,
1776659960.4641469,https://www.cornell.edu/about/maps/,54914,71.77212502574548,200,True,40,38,
1776659960.916748,https://tech.cornell.edu/diversity-inclusion/,190205,45.64662498887628,200,True,41,39,
1776659961.1404412,https://admissions.cornell.edu/how-to-apply,61109,35.606958030257374,200,True,42,40,
1776659961.517317,https://finaid.cornell.edu/,82878,59.173582994844764,200,True,43,41,
1776659961.4650612,https://www.cornell.edu/about/locations/,43192,340.4666249989532,200,True,44,42,
1776659961.917223,https://tech.cornell.edu/jobs/,175013,89.42779200151563,200,True,45,43,
1776659961.80104,https://sce.cornell.edu/courses/programs/summer,99578,505.3612499614246,200,True,46,44,
1776659962.4662359,https://www.cornell.edu/about/locations/ithaca/,59674,111.04887502733618,200,True,47,45,
1776659962.918441,https://tech.cornell.edu/safety-security/,219729,132.19745794776827,200,True,48,46,
1776659962.8011131,https://sce.cornell.edu/courses/programs/part-time,109688,388.6592499911785,200,True,49,47,
1776659963.156787,https://provost.cornell.edu,19436,58.001625002361834,200,True,50,48,
1776659963.353291,https://research-and-innovation.cornell.edu,81060,48.101749969646335,200,True,51,49,
1776659963.270495,https://globallearning.cornell.edu/,24997,168.20775001542643,200,True,52,50,
